a1_a,a1_b,a1_c,a2,a5_bdh,a5_byr,a5_bmfs1,a5_bmfs2,a5_mdh,a5_myr,a5_mmfs1,a5_mmfs2,a15,a17a_ths,a17b_ths,a17c_ths,a17d_ths,a17e_ths,a17f_ths,a17g_ths,b1_a,b1_b,b1_c,b2_a,b2_b,b2_c,b2_d,b2_e,b5_a,b5_b,b5_c,b5_d,b5_e,c1,c5,d1,d2,d4_recode1,d4_recode2,d4_recode3,d5_age,classid,tfa_teacher,mprid,schoolid,blockid,grade,treatment,bilingual,cscurr,dob,gender,race,hispanic,freelunch,absentdays,suspensions,suspdays,tstform,ge_r,ge_m,ss_r,ss_m,npr_r,npr_m,spanish,pretstform,prege_r,prege_m,press_r,press_m,prenpr_r,prenpr_m,prespanish
1,1,1,3,1,2002,4,6,2,,,,2,,,,,,,,70,20,10,4,2,1,3,2,1,1,1,1,1,1,2,1,2,0,1,0,23,27,1,1090980,416,32,4,1,0,26,10/26/1992,F,Black,No,Yes,0,,,L,035,036,180,180,21,20,0,K,023,033,161,176,9,28,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1091710,416,32,4,1,0,26,12/12/1992,F,Black,,,11,,,L,026,027,165,167,7,8,0,K,018,021,150,154,3,4,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1091610,416,32,4,1,0,26,01/14/1991,F,Black,,Yes,,,,L,031,030,173,172,14,12,0,K,017,024,147,159,1,7,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092160,416,32,4,1,0,26,10/23/1991,F,Black,,Yes,,,,L,032,020,175,152,16,1,0,K,023,026,161,164,9,12,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092490,416,32,4,1,0,26,02/11/1992,F,Black,,Yes,,,,L,026,028,165,169,7,9,0,K,025,027,164,167,12,15,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092610,416,32,4,1,0,26,07/04/1993,F,Black,,,6,,,L,023,025,160,161,4,4,0,K,017,021,147,154,1,4,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092360,416,32,4,1,0,26,02/18/1993,M,Black,,,,,,,,,,,,,,,,,,,,,
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1089850,416,32,4,1,0,26,11/02/1991,F,Black,,,0,,,L,019,023,152,156,1,1,0,K,017,021,147,154,1,4,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092470,416,32,4,1,0,26,08/02/1993,F,Black,,,7,,,L,021,023,155,156,2,1,0,K,020,017,154,149,5,2,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092540,416,32,4,1,0,26,08/17/1993,M,Black,,,0,,,L,021,037,155,183,2,24,0,K,017,036,147,181,1,37,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092460,416,32,4,1,0,26,03/01/1993,M,Black,,Yes,,,,L,029,046,169,196,10,43,0,K,025,027,164,167,12,15,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092550,416,32,4,1,0,26,02/19/1993,F,Black,,,9,,,L,035,043,180,193,21,38,0,K,022,024,158,159,7,7,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092200,416,32,4,1,0,26,04/01/1993,M,Black,,,4,,,L,022,033,158,175,3,15,0,K,030,031,171,173,20,23,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092320,416,32,4,1,0,26,03/11/1993,M,Black,,,1,,,L,019,025,152,161,1,4,0,K,014,018,139,150,1,2,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1092480,416,32,4,1,0,26,01/03/1993,F,Black,,,0,,,L,055,046,210,196,65,43,0,K,060,048,217,201,85,71,0
6,2,1,7,1,1995,13,14,1,2002,15,,1,3,,3,,3,,,75,15,10,,,,,,2,3,3,2,3,1,2,2,2,0,0,1,29,28,1,1091860,416,32,4,1,0,26,10/06/1993,F,Black,,,0,,,L,022,030,158,172,3,12,0,K,020,014,154,143,5,1,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1062930,412,30,3,1,0,22,12/12/1993,F,Black,No,Yes,8,,,L,031,035,174,179,30,39,0,K,027,022,167,155,36,15,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063160,412,30,3,1,0,22,08/27/1994,M,Black,No,Yes,13,,,L,026,038,165,185,17,50,0,K,022,028,159,168,22,39,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063090,412,30,3,1,0,22,01/05/1994,M,Black,No,Yes,3,,,L,043,046,192,198,61,72,0,K,032,028,175,168,52,39,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063170,412,30,3,1,0,22,12/07/1992,M,Black,No,Yes,17,,,L,043,040,192,188,61,55,0,K,028,037,168,182,38,69,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1062890,412,30,3,1,0,22,02/11/1994,F,Black,No,No,0,,,L,030,040,172,188,27,55,0,K,029,034,170,178,42,60,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063060,412,30,3,1,0,22,07/18/1993,F,Black,No,Yes,2,,,L,029,025,169,160,22,11,0,K,021,012,155,140,16,3,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1062980,412,30,3,1,0,22,08/26/1994,M,Asian/PI/Missing,No,,,,,,,,,,,,,,,,,,,,
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1062910,412,30,3,1,0,22,06/23/1993,M,Black,No,Yes,2,,,L,035,026,180,162,40,13,0,K,027,014,167,143,36,4,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1124210,412,30,3,1,0,22,09/21/1993,F,Black,No,Yes,2,,,L,037,042,184,191,48,61,0,K,027,030,167,172,36,48,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063100,412,30,3,1,0,22,12/10/1993,M,Black,No,Yes,6,,,L,023,035,161,179,13,39,0,K,023,017,161,149,26,9,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063150,412,30,3,1,0,22,02/08/1994,M,Black,No,Yes,4,,,L,026,032,165,174,17,30,0,K,024,012,162,137,27,1,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1063130,412,30,3,1,0,22,02/08/1993,M,Black,No,Yes,6,,,L,018,027,150,166,4,18,0,K,016,012,144,140,5,3,0
1,1,1,20,1,2000,16,12,2,,,,1,,,,,,,,70,20,10,3,3,4,2,2,4,3,3,2,2,1,2,2,2,0,1,0,25,36,1,1062920,412,30,3,1,0,22,09/15/1992,M,Black,No,Yes,10,,,L,019,028,152,168,5,20,0,K,018,014,150,143,10,4,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063070,412,30,3,0,0,22,04/19/1994,F,Black,No,Yes,,,,L,022,019,158,151,10,4,0,K,020,012,154,137,15,1,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063190,412,30,3,0,0,22,11/12/1992,M,Black,No,Yes,,,,L,027,019,167,151,20,4,0,K,021,023,157,157,19,18,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1062970,412,30,3,0,0,22,12/22/1993,F,Black,No,Yes,,,,L,031,034,174,177,30,36,0,K,026,033,165,175,33,54,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063370,412,30,3,0,0,22,05/01/1994,M,Black,No,Yes,,,,L,029,032,169,174,22,30,0,K,021,020,157,153,19,13,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1124280,412,30,3,0,0,22,01/01/1900,F,Black,No,Yes,,,,L,020,025,154,160,6,11,0,K,021,026,155,163,16,28,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063020,412,30,3,0,0,22,09/11/1991,F,Black,No,Yes,,,,L,030,025,171,160,25,11,0,K,023,019,161,151,26,11,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063400,412,30,3,0,0,22,06/10/1994,M,Black,No,Yes,,,,L,026,026,165,162,17,13,0,K,019,020,152,153,12,13,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063080,412,30,3,0,0,22,04/30/1994,F,Black,No,Yes,,,,L,023,026,161,162,13,13,0,K,023,016,161,146,26,6,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063310,412,30,3,0,0,22,07/13/1994,M,Black,No,Yes,,,,L,029,019,169,151,22,4,0,K,021,016,157,146,19,6,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1124270,412,30,3,0,0,22,11/10/1993,M,Black,No,Yes,,,,L,030,034,172,177,27,36,0,K,025,025,164,161,31,25,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063000,412,30,3,0,0,22,09/11/1991,F,Black,No,Yes,,,,L,022,034,158,177,10,36,0,K,027,016,167,146,36,6,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1063240,412,30,3,0,0,22,03/12/1994,M,Black,No,Yes,,,,L,032,017,176,149,33,3,0,K,036,024,182,159,64,21,0
26,26,7,2,1,1975,1,8,2,,,,1,3,3,2,3,2,2,,70,20,10,5,5,4,5,3,3,3,3,3,,1,2,2,2,1,0,0,51,37,0,1124260,412,30,3,0,0,22,02/28/1994,F,Black,No,Yes,,,,L,041,034,189,177,57,36,0,K,027,026,167,163,36,28,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063520,412,30,3,0,0,23,05/21/1992,M,Black,No,Yes,13,,,L,030,046,172,198,27,72,0,K,021,028,155,168,16,39,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063440,412,30,3,0,0,23,02/01/1994,F,Black,No,Yes,0,,,L,033,040,178,188,37,55,0,K,028,026,168,163,38,28,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063180,412,30,3,0,0,23,05/12/1993,F,Black,No,Yes,8,,,L,017,024,148,158,3,9,0,K,016,022,144,155,5,15,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063500,412,30,3,0,0,23,02/04/1994,M,Black,No,Yes,5,,,L,030,029,171,170,25,23,0,K,028,017,168,149,38,9,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063270,412,30,3,0,0,23,01/08/1994,F,Black,No,Yes,2,,,L,033,030,178,172,37,26,0,K,019,022,152,155,12,15,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063120,412,30,3,0,0,23,11/13/1993,F,Asian/PI/Missing,,,,,,L,019,016,152,147,54,41,0,K,016,020,146,153,6,13,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063320,412,30,3,0,0,23,12/01/1993,M,Black,No,Yes,2,,,L,025,020,163,153,15,5,0,K,020,020,154,153,15,13,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1124010,412,30,3,0,0,23,02/23/1994,M,Black,No,Yes,0,,,L,023,034,161,177,13,36,0,K,016,014,146,143,6,4,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063550,412,30,3,0,0,23,09/12/1993,M,Black,No,Yes,3,,,L,030,046,171,198,25,72,0,K,024,033,162,175,27,54,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063430,412,30,3,0,0,23,08/03/1993,F,Black,No,Yes,3,,,L,033,028,178,168,37,20,0,K,024,020,162,153,27,13,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063260,412,30,3,0,0,23,01/05/1993,M,Black,No,No,3,,,L,027,016,167,147,20,2,0,K,022,022,159,155,22,15,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063230,412,30,3,0,0,23,12/23/1993,F,Black,No,,1,,,L,033,023,178,156,37,7,0,K,026,023,165,157,33,18,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1124240,412,30,3,0,0,23,01/01/1900,M,Black,No,Yes,3,,,L,019,034,152,177,5,36,0,K,017,016,148,146,8,6,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063330,412,30,3,0,0,23,12/22/1993,F,Black,No,Yes,6,,,L,037,038,184,185,48,50,0,K,032,025,175,161,52,25,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063420,412,30,3,0,0,23,07/30/1994,F,Black,No,Yes,2,,,L,030,028,171,168,25,20,0,K,021,023,157,157,19,18,0
3,3,2,12,1,2000,1,,2,,,,1,2,,,1,1,1,,75,10,15,4,3,2,2,1,4,1,3,2,1,1,2,2,2,1,0,0,50,38,0,1063470,412,30,3,0,0,23,12/30/1993,F,Black,No,Yes,7,,,L,030,040,172,188,27,55,0,K,025,027,164,167,31,37,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095350,403,5,3,0,0,18,08/17/1993,M,Black,No,Yes,2,1,,L,019,026,152,164,5,15,0,K,016,022,144,155,5,15,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095730,403,5,3,0,0,18,12/03/1993,M,Black,No,Yes,1,,,L,025,035,164,179,16,39,0,K,016,029,146,170,6,43,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095870,403,5,3,0,0,18,10/21/1992,F,Black,No,Yes,8,,,L,021,025,156,160,8,11,0,K,021,012,157,140,19,3,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096000,403,5,3,0,0,18,08/28/1994,F,Black,No,Yes,4,,,L,025,023,164,156,16,7,0,K,021,023,155,157,16,18,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095990,403,5,3,0,0,18,07/12/1994,F,Black,No,Yes,9,,,L,028,026,168,164,21,15,0,K,014,016,140,146,2,6,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095940,403,5,3,0,0,18,10/15/1994,F,Black,No,Yes,10,,,L,030,032,171,174,25,30,0,K,018,028,150,168,10,39,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096270,403,5,3,0,0,18,11/05/1993,M,Black,No,Yes,5,,,L,035,034,180,177,40,36,0,K,026,023,165,157,33,18,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1095980,403,5,3,0,0,18,02/10/1994,M,Black,No,Yes,1,,,L,015,017,141,149,1,3,0,K,013,017,137,149,1,9,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096010,403,5,3,0,0,18,01/14/1994,F,Black,No,Yes,0,,,L,036,042,182,191,44,61,0,K,032,030,175,172,52,48,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096150,403,5,3,0,0,18,02/12/1991,M,Black,No,Yes,15,1,,L,026,024,165,158,17,9,0,K,026,022,165,155,33,15,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096040,403,5,3,0,0,18,11/02/1993,F,Black,No,Yes,0,,,L,030,025,172,160,27,11,0,K,021,019,157,151,19,11,0
8,8,8,17,1,1995,1,,2,,,,1,,,2,1,1,1,,60,30,10,2,2,3,2,2,2,3,3,3,1,2,2,2,2,0,1,0,40,39,0,1096070,403,5,3,0,0,18,02/08/1994,F,Black,No,Yes,1,,,L,026,019,165,151,17,4,0,K,018,010,150,134,10,1,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1095300,403,5,3,0,0,18,03/22/1994,F,Black,No,No,0,,,L,043,030,192,172,61,26,0,K,034,026,179,163,59,28,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096190,403,5,3,0,0,18,12/15/1993,F,Black,No,Yes,1,,,L,020,024,154,158,6,9,0,K,019,017,152,149,12,9,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096620,403,5,3,0,0,18,03/23/1993,M,Black,No,Yes,3,,,L,036,025,182,160,44,11,0,K,032,020,175,153,52,13,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096170,403,5,3,0,0,18,03/16/1994,F,Black,No,No,3,,,L,023,037,161,182,13,44,0,K, K7,026,128,165,1,32,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096440,403,5,3,0,0,18,08/12/1994,F,Black,No,No,6,,,L,029,019,169,151,22,4,0,K,023,025,161,161,26,25,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096410,403,5,3,0,0,18,09/21/1993,M,Black,No,Yes,2,,,L,030,029,171,170,25,23,0,K,031,024,173,159,48,21,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096650,403,5,3,0,0,18,11/13/1993,M,Black,No,Yes,7,,,L,012,020,134,153,1,5,0,K,020,019,154,151,15,11,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096250,403,5,3,0,0,18,05/04/1994,F,Black,No,Yes,0,,,L,030,028,171,168,25,20,0,K,026,020,165,153,33,13,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096220,403,5,3,0,0,18,07/24/1994,F,Black,No,Yes,4,,,L,035,029,180,170,40,23,0,K,029,023,170,157,42,18,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096200,403,5,3,0,0,18,08/24/1993,F,Black,No,No,0,,,L,035,032,180,174,40,30,0,K,029,023,170,157,42,18,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096670,403,5,3,0,0,18,04/29/1994,M,Black,No,Yes,4,,,L,016,024,144,158,1,9,0,K,023,019,161,151,26,11,0
24,24,24,5,1,1979,1,,2,,,,1,3,2,3,2,2,2,,80,10,10,4,4,5,5,5,4,4,3,3,4,2,2,2,2,1,0,0,46,40,0,1096330,403,5,3,0,0,18,01/19/1994,F,Black,No,Yes,0,,,L,016,024,144,158,1,9,0,K,017,023,148,157,8,18,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097040,403,5,3,1,0,18,07/17/1994,F,Black,No,Yes,1,,,L,030,032,171,174,25,30,0,K,032,024,175,159,52,21,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097340,403,5,3,1,0,18,07/29/1994,M,Black,No,Yes,0,,,L,031,026,174,164,30,15,0,K,022,020,159,153,22,13,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1096930,403,5,3,1,0,18,09/13/1993,F,Black,No,Yes,0,,,L,035,030,180,172,40,26,0,K,030,026,171,165,44,32,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097160,403,5,3,1,0,18,08/12/1994,M,Black,No,Yes,2,,,L,029,045,169,195,22,67,0,K,023,028,161,168,26,39,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1096960,403,5,3,1,0,18,04/25/1992,F,Black,No,Yes,10,,,L,018,013,150,141,4,1,0,K,017,010,148,134,8,1,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097090,403,5,3,1,0,18,12/30/1993,F,Black,No,Yes,7,,,L,018,024,150,158,4,9,0,K,018,023,150,157,10,18,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097230,403,5,3,1,0,18,09/06/1993,M,Black,No,Yes,6,,,L,025,019,163,151,15,4,0,K,024,024,162,159,27,21,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1097240,403,5,3,1,0,18,11/25/1994,M,Black,No,Yes,8,,,L,015,017,141,149,1,3,0,K,018,022,150,155,10,15,0
1,1,1,10,1,2001,40,9,2,,,,2,,,,,,,,80,10,10,2,3,3,3,3,2,3,3,2,1,2,2,2,2,0,1,0,24,42,1,1096990,403,5,3,1,0,18,03/01/1994,F,Black,No,Yes,4,,,L,043,030,192,172,61,26,0,K,028,024,168,159,38,21,0
